PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes,[],GoodRowThemesFormatted
0eRrV,4r3/3R2k1/6p1/p1p2pNn/2r4P/P4P2/5K2/R7 b - - 1 33,g7f6 d7f7 f6e5 a1e1 e5d5 e1e8,1695,76,96,16547,advantage endgame long skewer Rook,https://lichess.org/c9II1jQy/black#Some(65),,"['advantage', 'endgame', 'skewer', 'Rook']",4,"['advantage', 'endgame', 'skewer', 'Rook']"
2oHy0,r1b1k1nr/ppp1qppp/3p4/2b1P1B1/2B1P3/5QP1/PPP4P/RN2K2R b KQkq - 2 9,e7g5 f3f7 e8d8 f7f8 d8d7 e5e6 d7c6 f8e8 c8d7 e8d7 c6b6 d7b5,1822,75,95,17501,attackingF2F7 mate mateIn5 middlegame veryLong Queen Pawn,https://lichess.org/KBmaVid5/black#Some(17),Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,"['mateIn5', 'middlegame', 'Queen', 'Pawn']",4,"['mateIn5', 'middlegame', 'Queen', 'Pawn']"
0Yz6h,r4r1k/pppn1ppp/1b1p1q2/5P2/1PP1P3/PB3N2/4Q2P/2B2R1K b - - 2 23,d7e5 c1g5 e5f3 g5f6,1937,77,95,11000,advantage middlegame short trappedPiece Bishop,https://lichess.org/TjWg4fd7/black#Some(45),,"['advantage', 'middlegame', 'trappedPiece', 'Bishop']",4,"['advantage', 'middlegame', 'trappedPiece', 'Bishop']"
2bX51,r3k2r/pp4p1/2p2qb1/2bp3p/4nB2/1QP1P2P/PP1N1P2/R3KB1R w KQkq - 2 15,b3b7 e8g8 d2e4 g6e4,1823,82,91,1093,advantage castling middlegame short King Bishop,https://lichess.org/77BVNn3p#Some(28),Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,"['advantage', 'castling', 'middlegame', 'King', 'Bishop']",5,"['advantage', 'castling', 'middlegame', 'King', 'Bishop']"
01hL1,3qr1k1/1b3pp1/p2p1b2/1p6/1P2PBQ1/P1pP1P2/B5PP/4R1K1 w - - 0 21,g4g3 f6h4 g3g4 h4e1,1721,75,95,2360,crushing middlegame short skewer Bishop,https://lichess.org/jJjiVlE0#Some(40),,"['crushing', 'middlegame', 'skewer', 'Bishop']",4,"['crushing', 'middlegame', 'skewer', 'Bishop']"
3zNJE,r3k2r/1ppq1pp1/p1nbbn2/3p3p/1P2p3/P2PPNP1/1BP1NPBP/R2QK2R w KQkq - 0 11,b2f6 e4f3 g2f3 g7f6,1725,74,93,1958,advantage intermezzo middlegame short Pawn,https://lichess.org/dzdBC84w#Some(20),Hungarian_Opening Hungarian_Opening_Other_variations,"['advantage', 'intermezzo', 'middlegame', 'Pawn']",4,"['advantage', 'intermezzo', 'middlegame', 'Pawn']"
27cam,2k4r/p4ppp/1qp1pn2/2b5/3r4/2N1B3/PP2QPPP/R4RK1 b - - 9 16,d4d7 c3a4 c5e3 a4b6,1683,74,89,1475,advantage middlegame queensideAttack short Knight,https://lichess.org/GLw4SeZT/black#Some(31),Sicilian_Defense Sicilian_Defense_Alapin_Variation,"['advantage', 'middlegame', 'queensideAttack', 'Knight']",4,"['advantage', 'middlegame', 'queensideAttack', 'Knight']"
MIHJ4,r3r1k1/3n1p2/p3p1p1/1p2Pn1p/2pP3q/B1P1NQ2/5PPP/R4RK1 b - - 1 20,f5e3 f2e3 f7f5 e5f6,1710,75,93,1137,crushing enPassant middlegame short Pawn,https://lichess.org/0DBH3Ywn/black#Some(39),,"['crushing', 'enPassant', 'middlegame', 'Pawn']",4,"['crushing', 'enPassant', 'middlegame', 'Pawn']"
02fpY,1k5r/1b3p2/3p1b1p/2qPpNpP/1p2Q1P1/1P1B1P2/2P5/2KR4 w - - 1 33,c1b2 b7d5 d3c4 d5e4,1959,74,91,1574,crushing middlegame short Bishop,https://lichess.org/1CvqTTHc#Some(64),,"['crushing', 'middlegame', 'Bishop']",3,"['crushing', 'middlegame', 'Bishop']"
1NWub,8/R5kp/1p2p1p1/4Np2/1P1br2P/5KP1/8/8 b - - 3 36,g7f6 e5d7 f6e7 d7c5 e7d6 c5e4,1664,74,95,2621,advantage discoveredAttack endgame long Knight,https://lichess.org/jLejZlMz/black#Some(71),,"['advantage', 'discoveredAttack', 'endgame', 'Knight']",4,"['advantage', 'discoveredAttack', 'endgame', 'Knight']"
