PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes
kEdKN,5k2/1p3r2/p7/1q2p3/1P2N2b/PQ3P2/6P1/3R1K2 w - - 3 32,b3d3 f7d7 d3b5 d7d1 f1e2 d1e1 e2d3 a6b5,1771,75,93,1299,crushing endgame sacrifice skewer veryLong Rook Pawn,https://lichess.org/aaxKMWLd#Some(62),,"['crushing', 'endgame', 'sacrifice', 'skewer', 'Rook', 'Pawn']",6
zQBV4,4k1r1/pp3p2/1r2p3/3pPP1p/1n1P4/q1N1Q2R/1R2N3/1K6 w - - 5 26,c3d5 a3b2 b1b2 b4d5,1815,75,94,2625,crushing discoveredAttack intermezzo middlegame queensideAttack short Queen Knight,https://lichess.org/3Q0EyH98#Some(50),,"['crushing', 'discoveredAttack', 'intermezzo', 'middlegame', 'queensideAttack', 'Queen', 'Knight']",7
rIFke,5Q2/p4p1p/5p1k/3pb3/6P1/7P/P1rq1P2/4RK2 b - - 2 30,h6g5 f8g7 g5f4 g7h6 f4f3 e1e3 d2e3 h6e3,1809,76,95,10311,endgame mate mateIn4 veryLong Queen Rook,https://lichess.org/VJ42xNdC/black#Some(59),,"['endgame', 'mateIn4', 'Queen', 'Rook']",4
KvbZV,1k3r2/1p6/p2r1pK1/3p3p/2PRP3/6RP/P5P1/8 w - - 0 39,c4d5 f8g8 g6f7 g8g3 f7e7 d6b6,1807,75,96,5711,advantage defensiveMove endgame long rookEndgame skewer Rook,https://lichess.org/6hjXjO0u#Some(76),,"['advantage', 'defensiveMove', 'endgame', 'skewer', 'Rook']",5
H9fZS,r2q1r2/1pbb1p1k/p1n1p2p/2pnP2P/P1NN2R1/2PP2P1/3Q1PB1/R5K1 b - - 2 22,c5d4 g2e4 f7f5 e5f6 h7h8 d2h6,1764,74,94,1674,deflection discoveredAttack enPassant long mate mateIn3 middlegame Bishop Pawn Queen,https://lichess.org/T994Vxas/black#Some(43),,"['deflection', 'discoveredAttack', 'enPassant', 'mateIn3', 'middlegame', 'Bishop', 'Pawn', 'Queen']",8
MEQMv,r5k1/3R1p2/2p2P1p/1qP1p1pP/1p2NnP1/r4P2/P1QR4/1K6 b - - 8 38,b4b3 d7d8 a8d8 d2d8 g8h7 e4g5,1727,75,95,8918,doubleCheck kingsideAttack long mate mateIn3 middlegame Rook Knight,https://lichess.org/EYq8tTBD/black#Some(75),,"['doubleCheck', 'kingsideAttack', 'mateIn3', 'middlegame', 'Rook', 'Knight']",6
EAb76,2r3k1/4pp1p/Q2p2p1/3q4/P7/1p2BPP1/1brR3P/1R5K b - - 1 28,d5c6 a6c6 c8c6 b1b2 c2b2 d2b2,1750,76,93,2290,advantage long middlegame xRayAttack Queen Rook,https://lichess.org/2dfW1NLW/black#Some(55),,"['advantage', 'middlegame', 'xRayAttack', 'Queen', 'Rook']",5
JCc1f,2Q2bk1/pR6/3q2p1/2r4p/5P2/3p2P1/PP1R4/1K6 w - - 1 33,c8d7 c5c1 b1c1 d6c5 c1b1 c5g1 d2d1 g1d1,1792,73,94,13769,attraction endgame mate mateIn4 sacrifice veryLong Rook Queen,https://lichess.org/03Qpkebt#Some(64),,"['attraction', 'endgame', 'mateIn4', 'sacrifice', 'Rook', 'Queen']",6
fCELO,r1bq1rk1/1pp2pp1/3p2np/p3p3/4P3/PB1PPN1P/1PP3P1/R2Q1RK1 b - - 0 13,f8e8 b3f7 g8f7 f3e5 f7g8 e5g6,1810,76,93,4438,advantage attraction deflection doubleCheck kingsideAttack long middlegame Bishop Knight,https://lichess.org/GshQD6eW/black#Some(25),Four_Knights_Game Four_Knights_Game_Italian_Variation,"['advantage', 'attraction', 'deflection', 'doubleCheck', 'kingsideAttack', 'middlegame', 'Bishop', 'Knight']",8
OMFuj,1n2k3/6Br/r1p1p1p1/p1q5/2N3n1/P2P2bP/4P1B1/R2Q1R1K w - - 1 27,f1f8 c5f8 g7f8 g4f2 h1g1 f2d1,1781,74,95,9103,advantage exposedKing fork long middlegame pin sacrifice Queen Knight,https://lichess.org/mAysjQoq#Some(52),,"['advantage', 'exposedKing', 'fork', 'middlegame', 'pin', 'sacrifice', 'Queen', 'Knight']",8
HHF2L,2r3k1/1p1bp2p/p2p1npQ/8/4P1P1/1Nq2P2/P1P4R/2KR4 w - - 2 23,b3d4 c3a1 c1d2 a1d4,1842,76,94,7730,crushing interference middlegame queensideAttack short Queen,https://lichess.org/AUrggJMU#Some(44),,"['crushing', 'interference', 'middlegame', 'queensideAttack', 'Queen']",5
istlT,1r2nB1k/6p1/4pn1p/4qp2/8/2pQP2P/2B2PP1/R5K1 b - - 9 42,e8c7 f8d6 e5d5 d6c7,1742,74,96,2565,crushing interference middlegame short Bishop,https://lichess.org/hM1wIKco/black#Some(83),,"['crushing', 'interference', 'middlegame', 'Bishop']",4
2K0Sz,7r/R1p1k1p1/3bpn2/1B1q4/6p1/P7/2PBQPP1/4R1K1 w - - 0 23,d2b4 h8h1 g1h1 d5h5 h1g1 h5h2 g1f1 h2h1,1821,74,96,3192,attraction mate mateIn4 middlegame sacrifice veryLong Rook Queen,https://lichess.org/VXJQ8ccT#Some(44),,"['attraction', 'mateIn4', 'middlegame', 'sacrifice', 'Rook', 'Queen']",6
A4UDP,4k3/p1p1b3/7p/3Q4/8/5r2/PPP1PqPP/2K2B1R w - - 3 23,g2f3 f2e1 d5d1 e7g5 f3f4 g5f4 e2e3 f4e3 c1b1 e1d1,1734,76,94,11800,deflection endgame mate mateIn5 veryLong Queen Bishop,https://lichess.org/XDuEwvK2#Some(44),,"['deflection', 'endgame', 'mateIn5', 'Queen', 'Bishop']",5
XiGn8,r4rk1/pp1n1pp1/1qn1p2p/3pP2P/3P2bB/P4N2/1P1QBP2/R3K1R1 b Q - 1 18,f7f5 e5f6 d7f6 h4f6 f8f6 g1g4,1868,77,93,4832,advantage capturingDefender enPassant long middlegame Pawn Bishop Rook,https://lichess.org/feKa6jcU/black#Some(35),Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation,"['advantage', 'capturingDefender', 'enPassant', 'middlegame', 'Pawn', 'Bishop', 'Rook']",7
NVFSL,1r4k1/2pn1p1p/5npP/1B2p1B1/1R2P3/8/r1q1QPP1/1R4K1 w - - 0 23,b5d7 c2b1 b4b1 b8b1 g1h2 a2e2,1731,77,94,4569,crushing long middlegame xRayAttack Queen Rook,https://lichess.org/nVRMDByt#Some(44),,"['crushing', 'middlegame', 'xRayAttack', 'Queen', 'Rook']",5
eoTR9,rnb1k2r/ppp2ppp/5q2/3p4/4p3/1NN5/PPPP1KPP/R1BQ1B1R w kq - 1 9,f2g1 f6b6 d2d4 e4d3 b3d4 b6d4 c1e3 d4e3,1854,75,93,2525,discoveredAttack enPassant kingsideAttack mate mateIn4 opening veryLong Queen Pawn,https://lichess.org/NNaIvo9G#Some(16),Russian_Game Russian_Game_Three_Knights_Game,"['discoveredAttack', 'enPassant', 'kingsideAttack', 'mateIn4', 'opening', 'Queen', 'Pawn']",7
a98ph,5r1k/1pp4p/p2p4/3P2RP/4rq2/8/PP2KPQ1/6R1 w - - 0 31,e2d3 e4d4 d3c2 f4d2 c2b1 d2d3 b1a1 d3d1 g1d1 d4d1,1788,77,94,12941,backRankMate endgame exposedKing mate mateIn5 sacrifice veryLong Rook Queen,https://lichess.org/9EzsI1r6#Some(60),,"['endgame', 'exposedKing', 'mateIn5', 'sacrifice', 'Rook', 'Queen']",6
zgLUW,r3kb1r/pp1npp1p/2p1bp2/5B2/q6N/4BP2/PPPQ3P/2KR3R b kq - 2 17,a4a2 d2d7 e6d7 f5d7 e8d8 d7e6,1780,76,95,3061,crushing discoveredAttack long middlegame sacrifice xRayAttack Queen Bishop,https://lichess.org/XbmqLU4N/black#Some(33),Scandinavian_Defense Scandinavian_Defense_Main_Line,"['crushing', 'discoveredAttack', 'middlegame', 'sacrifice', 'xRayAttack', 'Queen', 'Bishop']",7
zH84k,4Q2k/5r1p/p5p1/2b1p1B1/p3q3/1P3p2/1P4PP/3R3K b - - 0 30,f7f8 g5f6 h8g8 e8e6 f8f7 d1d8 c5f8 d8f8 g8f8 e6c8,1789,74,91,1579,attraction endgame mate mateIn5 pin sacrifice veryLong Bishop Queen Rook,https://lichess.org/QFHbD4fc/black#Some(59),,"['attraction', 'endgame', 'mateIn5', 'pin', 'sacrifice', 'Bishop', 'Queen', 'Rook']",8
TRiTE,5rk1/ppq1b1p1/4P2p/2p1NB2/2P1Q3/PP4P1/3r1P1P/1R4K1 b - - 2 27,d2d4 f5h7 g8h8 e5g6 h8h7 g6f8 h7g8 e4h7 g8f8 h7h8,1850,76,97,1229,doubleCheck fork mate mateIn5 middlegame veryLong Bishop Knight Queen,https://lichess.org/DRuHwXsX/black#Some(53),,"['doubleCheck', 'fork', 'mateIn5', 'middlegame', 'Bishop', 'Knight', 'Queen']",7
I0i0i,2r1k2r/3b1ppp/p3p3/2bpP3/8/PqP1BQP1/1P4BP/1R2K2R b Kk - 2 17,c5a3 e1g1 e8g8 b2a3,1759,78,91,4789,advantage castling intermezzo middlegame short King Pawn,https://lichess.org/FMxH9s95/black#Some(33),Sicilian_Defense Sicilian_Defense_Closed,"['advantage', 'castling', 'intermezzo', 'middlegame', 'King', 'Pawn']",6
u2Rsz,r2qk2r/p1p1ppbp/1p4p1/4P3/2Pn4/P2BBQ1P/1P4P1/R4RK1 w kq - 0 16,e3d4 d8d4 g1h1 e8g8,1798,77,91,2926,advantage castling defensiveMove middlegame short Queen King,https://lichess.org/1TWOTNXr#Some(30),Owen_Defense Owen_Defense_Other_variations,"['advantage', 'castling', 'defensiveMove', 'middlegame', 'Queen', 'King']",6
F9HmR,r3k2r/pppqppbp/5p2/3P1b2/1n1P4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 1 9,d1b3 b4c2 e1d2 c2a1 b3b7 e8g8,1731,76,96,7677,advantage castling defensiveMove fork long middlegame Knight King,https://lichess.org/9ZiklVok#Some(16),Queens_Pawn_Game Queens_Pawn_Game_Torre_Attack,"['advantage', 'castling', 'defensiveMove', 'fork', 'middlegame', 'Knight', 'King']",7
M2WBX,r1bk1b1r/pp3ppp/5p2/4p3/8/2N5/PPP2PPP/R3KB1R b KQ - 1 10,f8b4 e1c1 c8d7 f1b5,1721,78,95,11414,advantage castling discoveredAttack middlegame short King Bishop,https://lichess.org/PmL32Att/black#Some(19),Sicilian_Defense Sicilian_Defense_Open,"['advantage', 'castling', 'discoveredAttack', 'middlegame', 'King', 'Bishop']",6
