PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes
BJuqi,2kr2r1/1b6/2qppp2/1pB5/1P5p/2P4P/P2R1QPK/6R1 w - - 0 28,f2f6 d6c5 d2d8 g8d8,1940,76,90,1602,crushing middlegame short Pawn Rook,https://lichess.org/IlipQzy1#Some(54),,"['crushing', 'middlegame', 'Pawn', 'Rook']",4
wX7Pu,4r3/bb1rNp2/p4k2/P1p3p1/3p1B2/1P4K1/4R1PP/4R3 w - - 0 33,f4g5 f6g5 h2h4 g5f6 e1f1 f6g7 e7f5 g7f8,1892,74,93,2493,crushing defensiveMove hangingPiece middlegame veryLong King,https://lichess.org/GmdDyTcf#Some(64),,"['crushing', 'defensiveMove', 'hangingPiece', 'middlegame', 'King']",5
ZYmNk,r4k2/pp1n1p2/2p1r3/2b2RQ1/8/2N3PP/PPq5/5R1K b - - 3 24,e6f6 f5f6 d7f6 g5c5,1959,77,95,5323,crushing discoveredAttack middlegame short Rook Queen,https://lichess.org/dQfTVfh7/black#Some(47),,"['crushing', 'discoveredAttack', 'middlegame', 'Rook', 'Queen']",5
DKCHY,3r3k/1q4pp/4p3/8/8/Q3p1P1/4RP1P/5K2 w - - 0 34,e2e3 b7h1 f1e2 h1d1,1909,76,95,3175,endgame mate mateIn2 short Queen,https://lichess.org/XHWvoWhN#Some(66),,"['endgame', 'mateIn2', 'Queen']",3
focyi,3R4/pp3r2/6k1/3p1p2/3P1n2/1PP2K2/P6P/8 b - - 1 33,g6g5 h2h4 g5f6 f3f4,1937,75,93,4158,crushing deflection endgame short Pawn King,https://lichess.org/eMhh4utd/black#Some(65),,"['crushing', 'deflection', 'endgame', 'Pawn', 'King']",5
sUIcY,2k3rr/2pbbp2/p2p1q1p/1p2p2Q/4P3/P2PB3/1PPN1PPP/R4RK1 w - - 5 19,f2f4 d7g4 f4e5 f6f1 d2f1 g4h5,1909,75,97,1445,crushing kingsideAttack long middlegame Bishop Queen,https://lichess.org/LXFTCovD#Some(36),Four_Knights_Game Four_Knights_Game_Spanish_Variation,"['crushing', 'kingsideAttack', 'middlegame', 'Bishop', 'Queen']",5
7ZYOU,b2r2k1/5pp1/q7/4P3/5B2/2P1QPpR/1P1r2K1/7R w - - 11 36,e3d2 d8d2 f4d2 a6e2 g2g3 e2f3,1928,76,92,2988,crushing fork long middlegame Rook Queen,https://lichess.org/2rhApJ6m#Some(70),,"['crushing', 'fork', 'middlegame', 'Rook', 'Queen']",5
rJ7of,3r1rk1/Qp2ppbp/6p1/8/2p1p3/2N5/PqP1NPPP/R4RK1 w - - 0 19,c3e4 b2c2 e4c3 g7c3 e2c3 c2c3,1943,76,90,1058,advantage fork long middlegame Queen Bishop,https://lichess.org/LlBsl4LN#Some(36),Sicilian_Defense Sicilian_Defense_Bowdler_Attack,"['advantage', 'fork', 'middlegame', 'Queen', 'Bishop']",5
vFF3K,4b3/8/5kp1/1pK1p3/p3P2p/P6P/1P2B1P1/8 b - - 3 39,f6g5 e2b5 e8b5 c5b5 g5f4 b5a4 f4e4 b2b4,1880,76,95,6202,bishopEndgame crushing defensiveMove endgame veryLong Bishop King Pawn,https://lichess.org/5eVhD9Mw/black#Some(77),,"['crushing', 'defensiveMove', 'endgame', 'Bishop', 'King', 'Pawn']",6
Cc2Oh,rn1q1rk1/ppp3p1/3p2bp/4pP2/6nP/P1PBBN2/1PP1QP2/R3K2R b KQ - 0 13,g6f5 d3f5 f8f5 e2c4 g8f8 c4g4,1936,75,95,11488,advantage clearance fork long middlegame Bishop Queen,https://lichess.org/Laz4HXrX/black#Some(25),Vienna_Game Vienna_Game_Other_variations,"['advantage', 'clearance', 'fork', 'middlegame', 'Bishop', 'Queen']",6
pgN2Y,r4rk1/pQ1n2pp/3q4/2Pp1p2/5P2/4P3/PP4PP/2R2RK1 b - - 0 20,f8b8 b7a8 b8a8 c5d6,1877,74,90,1426,crushing middlegame pin short Queen Pawn,https://lichess.org/r28vGC4v/black#Some(39),,"['crushing', 'middlegame', 'pin', 'Queen', 'Pawn']",5
8L0DG,8/8/6p1/8/4q2P/3p2P1/4kP2/1Q4K1 w - - 18 69,b1f1 e2d2 h4h5 g6h5,1919,74,93,1271,crushing endgame queenEndgame short King Pawn,https://lichess.org/vJJqCo8w#Some(136),,"['crushing', 'endgame', 'King', 'Pawn']",4
VNFh6,r4rk1/pp3pp1/8/3p3p/1q4b1/5N1P/PP2QPP1/1R2R1K1 b - - 0 18,f8e8 e2e8 a8e8 e1e8 g8h7 h3g4,1918,75,90,1051,advantage kingsideAttack long middlegame Queen Rook Pawn,https://lichess.org/yiCH01Gg/black#Some(35),Queens_Gambit_Declined Queens_Gambit_Declined_Semi-Tarrasch_Defense,"['advantage', 'kingsideAttack', 'middlegame', 'Queen', 'Rook', 'Pawn']",6
b6VFD,5r2/P6k/1B5b/4p3/1PP1P3/3R2pp/6p1/6K1 w - - 0 44,d3g3 f8f1 g1h2 f1h1,1971,76,94,9412,endgame mate mateIn2 short Rook,https://lichess.org/7vBbgmwS#Some(86),,"['endgame', 'mateIn2', 'Rook']",3
z78x0,r1b2rk1/p4pp1/1p2p3/2p3PQ/3P4/4P1P1/PqP3K1/R6R b - - 0 20,b2c2 g2g1 f7f6 g5g6 c2g6 h5g6,1930,74,95,7004,crushing defensiveMove long middlegame King Pawn Queen,https://lichess.org/UKCBZkQ3/black#Some(39),,"['crushing', 'defensiveMove', 'middlegame', 'King', 'Pawn', 'Queen']",6
XKGw7,3r1rk1/pp3ppp/2n5/8/1P2n3/Pb2PN2/5PPP/2Q1KB1R w K - 1 18,f1b5 d8d1 c1d1 b3d1 b5c6 b7c6,1907,79,93,7407,advantage fork long middlegame Rook Bishop Pawn,https://lichess.org/82rW3JqG#Some(34),Horwitz_Defense Horwitz_Defense_Other_variations,"['advantage', 'fork', 'middlegame', 'Rook', 'Bishop', 'Pawn']",6
dagqX,rn1q1rk1/pp2bp2/5nbQ/3p2N1/4p1P1/1BNP3P/PPP2P2/R4RK1 b - - 1 15,d8c8 c3d5 f6d5 b3d5,1883,75,92,1313,crushing middlegame short Knight Bishop,https://lichess.org/1p6WGbB7/black#Some(29),Philidor_Defense Philidor_Defense_Other_variations,"['crushing', 'middlegame', 'Knight', 'Bishop']",4
WHECi,8/k7/P7/5b2/8/4K3/1p3p2/1R6 w - - 2 61,b1f1 f5h3 f1f2 b2b1q,1984,75,91,1107,advancedPawn crushing endgame promotion short Bishop Pawn,https://lichess.org/SGhrUCSr#Some(120),,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'Bishop', 'Pawn']",6
ZKNXf,3B4/8/4p3/3pPkP1/2bPp1np/1pK1P1R1/8/8 w - - 0 45,g3g1 h4h3 g5g6 h3h2 g1h1 f5g6,1886,75,93,3348,advancedPawn crushing endgame long Pawn King,https://lichess.org/qfrzRq7t#Some(88),,"['advancedPawn', 'crushing', 'endgame', 'Pawn', 'King']",5
9jFeG,8/8/8/8/kp4P1/2r1RK2/8/8 w - - 1 57,f3e2 c3e3 e2e3 b4b3 e3d2 a4a3 d2c1 a3a2,1941,75,90,1347,crushing defensiveMove endgame rookEndgame veryLong Rook Pawn King,https://lichess.org/xrVAH5PI#Some(112),,"['crushing', 'defensiveMove', 'endgame', 'Rook', 'Pawn', 'King']",6
vpV2T,rn2kb1r/pp3ppp/1qp1pn2/3p2B1/2PP2b1/P1N1PN2/1P3PPP/R2QKB1R b KQkq - 0 7,b6b2 c3a4 f8b4 a3b4,1890,75,92,1713,advantage middlegame short Knight Pawn,https://lichess.org/VSZJf8L6/black#Some(13),Slav_Defense Slav_Defense_Three_Knights_Variation,"['advantage', 'middlegame', 'Knight', 'Pawn']",4
kMpLK,1r2n1k1/3bb1B1/1q1pp1P1/8/2r1P3/1PN2P2/P2Q4/2KR3R b - - 0 23,e8g7 h1h8 g8h8 d2h6 h8g8 h6h7 g8f8 h7h8,1930,76,89,1052,attraction exposedKing mate mateIn4 middlegame sacrifice veryLong Rook Queen,https://lichess.org/kVYwLxaV/black#Some(45),,"['attraction', 'exposedKing', 'mateIn4', 'middlegame', 'sacrifice', 'Rook', 'Queen']",7
vOkkM,r2q2k1/ppp2ppp/2n5/3pr3/8/1B1P1Q2/PPP2RPP/RN2K3 w Q - 0 14,f2e2 c6d4 e2e5 d4f3,1881,75,97,2268,crushing fork middlegame short Knight,https://lichess.org/fZjTx5Km#Some(26),Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,"['crushing', 'fork', 'middlegame', 'Knight']",4
QzGoL,3r2k1/1b3pp1/p1q1p1p1/1p2P1Nn/2p4Q/2P1NP2/PP4PP/4R1K1 b - - 1 25,c6c5 g5e6 c5e3 e1e3,2000,79,95,11080,crushing middlegame short Knight Rook,https://lichess.org/BwbGLj5U/black#Some(49),,"['crushing', 'middlegame', 'Knight', 'Rook']",4
b9RYP,2r2rk1/1bq2ppp/p2p1N2/1p1P4/7R/2P2Q1P/PP4n1/R5K1 b - - 1 25,g7f6 h4g4 g8h8 f3f6,1939,75,94,1090,mate mateIn2 middlegame short Rook Queen,https://lichess.org/vi3UqxPv/black#Some(49),,"['mateIn2', 'middlegame', 'Rook', 'Queen']",4
Doj89,r4rk1/5b1p/n4Q1b/p3P1pP/5p2/1p1N4/1P2qP2/K5RR b - - 0 32,h6g7 g1g5 f7g6 f6e6 g8h8 h5g6,1963,77,95,1965,crushing kingsideAttack long middlegame pin Rook Queen Pawn,https://lichess.org/7P3Pvxyn/black#Some(63),,"['crushing', 'kingsideAttack', 'middlegame', 'pin', 'Rook', 'Queen', 'Pawn']",7
yem4g,5rk1/p4ppp/2pr4/2p4q/Q3P3/1NP1RbP1/P4P1P/R5K1 w - - 3 22,a4c4 h5h2 g1h2 d6h6 h2g1 h6h1,1984,76,94,8869,attraction kingsideAttack long mate mateIn3 middlegame sacrifice Queen Rook,https://lichess.org/Y3asvIHq#Some(42),,"['attraction', 'kingsideAttack', 'mateIn3', 'middlegame', 'sacrifice', 'Queen', 'Rook']",7
0BMlM,r2q1rk1/4bppp/p2p1n2/1pp1p1B1/4P2P/P2P1P2/NPPQ1P2/2K3RR b - - 0 15,f6h5 g5e7 d8e7 d2h6 f7f5 h6h5,1958,75,94,4130,advantage clearance long middlegame pin Bishop Queen,https://lichess.org/QmwXK6ze/black#Some(29),Philidor_Defense Philidor_Defense_Other_variations,"['advantage', 'clearance', 'middlegame', 'pin', 'Bishop', 'Queen']",6
J5hrI,2r1kb1r/pp1npp1p/4q1p1/1B2N3/8/8/P2B1PPP/3Q1RK1 b k - 3 17,e6e5 b5d7 e8d7 d2f4 e5d6 f4d6,1911,75,97,2874,crushing discoveredAttack long middlegame Bishop,https://lichess.org/uIExKUlv/black#Some(33),Sicilian_Defense Sicilian_Defense_Old_Sicilian,"['crushing', 'discoveredAttack', 'middlegame', 'Bishop']",4
