PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes
FI6xR,4r2k/p4b1p/6p1/2p1r3/3QPp1q/1PN2Pn1/P3B1PP/2RR2K1 w - - 0 27,d4f2 h4h2 g1h2 e5h5 h2g1 h5h1,1954,75,94,6993,attraction kingsideAttack long mate mateIn3 middlegame sacrifice Queen Rook,https://lichess.org/mDrcQhu9#Some(52),,"['attraction', 'kingsideAttack', 'mateIn3', 'middlegame', 'sacrifice', 'Queen', 'Rook']",7
GIrue,r5k1/p3qrpp/1p1p4/2pN1bRP/5P2/8/PPP2Q2/2K3R1 b - - 5 23,e7e4 g5g7 f7g7 d5f6 g8f7 f6e4,1919,74,94,10275,advantage fork long middlegame sacrifice Rook Knight,https://lichess.org/jhML51Ty/black#Some(45),,"['advantage', 'fork', 'middlegame', 'sacrifice', 'Rook', 'Knight']",6
q1S2Y,r1b2r2/3nppk1/p2p2pp/1q6/1p2P3/5N1P/PPB2PP1/R2QR1K1 b - - 3 19,c8b7 c2a4 b5b6 a4d7,1967,73,95,13240,advantage middlegame short skewer Bishop,https://lichess.org/uwkZl4ry/black#Some(37),Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,"['advantage', 'middlegame', 'skewer', 'Bishop']",4
ATr3T,8/p5qk/4Q2n/1pp1PP1p/8/2Pr1R1P/PP4PK/8 b - - 2 31,d3d2 f3g3 g7f7 e6f7 h6f7 e5e6,1988,74,93,4187,advantage endgame exposedKing long Rook Queen Pawn,https://lichess.org/ZSMeg0nG/black#Some(61),,"['advantage', 'endgame', 'exposedKing', 'Rook', 'Queen', 'Pawn']",6
RZTf9,r2k1b1r/pp1np1p1/2p1p3/3p3p/3Pn2P/1Q3N2/P1P2PP1/qNB2RK1 b - - 5 14,c6c5 c1b2 c5c4 b3a3 a1b2 a3b2,1885,76,93,3624,advantage long middlegame trappedPiece Bishop Queen,https://lichess.org/y8pitByY/black#Some(27),Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation,"['advantage', 'middlegame', 'trappedPiece', 'Bishop', 'Queen']",5
LB9Zm,2r3k1/1rq2p1p/5Qp1/1p1Pp1PP/2n5/3BB3/PpP5/1K1R1R2 w - - 1 32,h5h6 c4a3 b1b2 c7c3 b2c1 c3c2 d3c2 c8c2,1936,75,92,1330,mate mateIn4 middlegame queensideAttack sacrifice veryLong Knight Queen Rook,https://lichess.org/oEkPY9qk#Some(62),,"['mateIn4', 'middlegame', 'queensideAttack', 'sacrifice', 'Knight', 'Queen', 'Rook']",7
4nBe9,r4rk1/pb3ppp/1p2p3/2q5/2n4N/3B3R/P1P2PPP/R2Q2K1 b - - 1 18,c4b2 d3h7 g8h7 h4f5 h7g8 d1h5,1928,77,90,2000,crushing discoveredAttack kingsideAttack long middlegame sacrifice Bishop Knight Queen,https://lichess.org/qipsjsnE/black#Some(35),Sicilian_Defense Sicilian_Defense_Sozin_Attack,"['crushing', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'sacrifice', 'Bishop', 'Knight', 'Queen']",8
c698n,2kr1b1r/ppp5/4bp2/n2qp1pp/8/P2P1NPP/1PQBPPB1/2KR3R w - - 0 14,f3g5 a5b3 c1b1 b3d2,1977,76,88,1125,crushing deflection middlegame queensideAttack short Knight,https://lichess.org/S3JecIZq#Some(26),English_Opening English_Opening_Kings_English_Variation,"['crushing', 'deflection', 'middlegame', 'queensideAttack', 'Knight']",5
33eJF,6k1/5p1p/2b1p1p1/8/p1pNP3/rnN2PKP/1R4P1/8 b - - 5 42,c6e8 d4c2 a3a1 c2a1,1926,75,91,1173,advantage endgame short trappedPiece Knight,https://lichess.org/gNGWKhES/black#Some(83),,"['advantage', 'endgame', 'trappedPiece', 'Knight']",4
JfBS5,r3k2r/p1pp1ppp/1p2p3/4P3/3PP3/6P1/PP2Q2P/R3KB1q b Qkq - 0 15,h1g1 e1c1 c7c5 f1h3 g1d4 d1d4,1994,76,93,4012,advantage castling endgame long trappedPiece King Bishop Rook,https://lichess.org/JgKVegAb/black#Some(29),French_Defense French_Defense_Knight_Variation,"['advantage', 'castling', 'endgame', 'trappedPiece', 'King', 'Bishop', 'Rook']",7
ivglI,8/P2R4/1P6/3P4/6p1/r7/5kPK/8 w - - 2 45,b6b7 a3h3 g2h3 g4g3 h2h1 g3g2 h1h2 g2g1q,1887,75,96,7374,advancedPawn endgame mate mateIn4 promotion rookEndgame sacrifice veryLong Rook Pawn,https://lichess.org/CxctaNBD#Some(88),,"['advancedPawn', 'endgame', 'mateIn4', 'promotion', 'sacrifice', 'Rook', 'Pawn']",7
aqkne,3r2k1/1pRr1pbp/1p4p1/8/3p4/1P4PP/P2B1P2/2R3K1 b - - 3 24,g8f8 d2b4 f8g8 c7d7 d8d7 c1c8,1932,76,94,6418,clearance crushing endgame long Bishop Rook,https://lichess.org/MnfTXRCU/black#Some(47),,"['clearance', 'crushing', 'endgame', 'Bishop', 'Rook']",5
