PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes
JHZyn,r4rk1/ppp2ppp/7q/3PNn2/2B5/3P2Pb/P4P2/1R1QR1K1 b - - 10 21,f7f6 d5d6 g8h8 e5f7 f8f7 c4f7,1309,78,91,7157,advantage discoveredAttack fork long middlegame Pawn Knight Bishop,https://lichess.org/0h80Ep81/black#Some(41),,"['advantage', 'discoveredAttack', 'fork', 'middlegame', 'Pawn', 'Knight', 'Bishop']",7
gEHBf,r1b3k1/ppb2ppp/8/3BqP2/1P2p3/P3B2P/2P3P1/R3QRK1 w - - 1 23,d5b3 e5h2 g1f2 c7g3 f2e2 g3e1,1248,75,92,3376,advantage kingsideAttack long middlegame pin skewer Queen Bishop,https://lichess.org/ne6TCtoM#Some(44),,"['advantage', 'kingsideAttack', 'middlegame', 'pin', 'skewer', 'Queen', 'Bishop']",7
li5pC,3r2k1/p4pbp/6p1/8/4r3/2P1BQ2/Pq3PPP/2R3K1 w - - 0 25,f3e4 b2c1 e3c1 d8d1 e4e1 d1e1,1282,75,91,1297,backRankMate endgame fork long mate mateIn3 sacrifice Queen Rook,https://lichess.org/YgoT7Hm6#Some(48),,"['endgame', 'fork', 'mateIn3', 'sacrifice', 'Queen', 'Rook']",6
YuNLp,r3k2r/1p1bnppp/p3p3/q2pP3/1b1Q1P2/P1N5/2PB2PP/R3K1NR b KQkq - 0 11,e7f5 d4b4 a5b4 a3b4,1245,74,91,3275,advantage middlegame short Queen Pawn,https://lichess.org/wHXR6I0g/black#Some(21),French_Defense French_Defense_Advance_Variation,"['advantage', 'middlegame', 'Queen', 'Pawn']",4
X06bU,6k1/3pRrp1/b1pP2p1/qpP4p/p2Q3P/P7/1P3PP1/4R1K1 w - - 0 23,e7f7 a5e1 g1h2 g8f7,1309,74,91,2791,crushing endgame hangingPiece intermezzo short Queen King,https://lichess.org/jOMu8bRS#Some(44),,"['crushing', 'endgame', 'hangingPiece', 'intermezzo', 'Queen', 'King']",6
oCWcf,8/1p3R2/p2kB1p1/2p4p/2P2P1r/5K1P/PP1r4/4R3 w - - 4 40,e6d5 h4h3 f3e4 d2d4,1334,75,95,4686,endgame mate mateIn2 short Rook,https://lichess.org/m91bkXXb#Some(78),,"['endgame', 'mateIn2', 'Rook']",3
pD6Y6,8/p7/1p3p2/2p2kp1/5rNp/P1P1K2P/8/5R2 w - - 4 43,g4h6 f5g6 f1f4 g5f4 e3f4 g6h6,1314,74,92,1991,crushing defensiveMove endgame exposedKing long King Pawn,https://lichess.org/45odaPaS#Some(84),,"['crushing', 'defensiveMove', 'endgame', 'exposedKing', 'King', 'Pawn']",6
ShLgW,r3r1k1/1p3pp1/p5bp/3pn3/3B3q/2P2P1P/PP4P1/R1NQR2K b - - 0 20,e5f3 e1e8 a8e8 d1f3,1300,75,95,15973,advantage intermezzo middlegame short Rook Queen,https://lichess.org/2TPfdQgE/black#Some(39),,"['advantage', 'intermezzo', 'middlegame', 'Rook', 'Queen']",5
UDgZH,8/2k5/1bP3p1/3P1p1p/pB3P2/P5P1/4K3/8 w - - 3 40,b4e1 c7d6 e2d3 d6d5,1281,80,94,11709,bishopEndgame crushing endgame short King,https://lichess.org/728U9giW#Some(78),,"['crushing', 'endgame', 'King']",3
wwmyH,r1b1kqQ1/ppp2p1P/2n1p3/3p2p1/8/2N2P2/PPP1P1P1/R3KBb1 b Qq - 0 15,c6e7 g8f8 e8f8 h7h8q,1248,78,92,2268,advancedPawn attraction crushing middlegame promotion short Queen Pawn,https://lichess.org/ab3p48av/black#Some(29),Trompowsky_Attack Trompowsky_Attack_Edge_Variation,"['advancedPawn', 'attraction', 'crushing', 'middlegame', 'promotion', 'Queen', 'Pawn']",7
2Ns2M,3r1r1k/1b2qppp/1p6/1pppPPRQ/3p4/3P3P/PPP3P1/4RK2 b - - 0 24,f8g8 h5h7 h8h7 g5h5,1361,75,93,1714,attraction kingsideAttack mate mateIn2 middlegame sacrifice short Queen Rook,https://lichess.org/Aj2qrhHU/black#Some(47),,"['attraction', 'kingsideAttack', 'mateIn2', 'middlegame', 'sacrifice', 'Queen', 'Rook']",7
qdM5z,2rb2k1/2q2pBp/p2p1Pr1/1p1PpR1Q/8/2P5/PP5P/R6K b - - 0 27,c7c4 h5h7 g8h7 f5h5 g6h6 h5h6 h7g8 h6h8,1310,74,92,1187,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong Queen Rook,https://lichess.org/E0Q6ReJL/black#Some(53),,"['attraction', 'kingsideAttack', 'mateIn4', 'middlegame', 'sacrifice', 'Queen', 'Rook']",7
UnPCx,r2qk2r/ppp1ppbp/6p1/3pP3/8/2B1P2P/PPP1QPP1/R4RK1 b kq - 2 12,d8d7 e5e6 d7e6 c3g7,1223,75,96,3205,crushing discoveredAttack middlegame short Pawn Bishop,https://lichess.org/R2qtQ2pb/black#Some(23),Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,"['crushing', 'discoveredAttack', 'middlegame', 'Pawn', 'Bishop']",5
1wVcc,8/Q6p/3q2pk/1p6/1P6/4P2P/P4PP1/2n3K1 w - - 1 31,a7f7 c1e2 g1h1 d6d1 h1h2 d1g1,1326,74,96,17833,endgame long mate mateIn3 Knight Queen,https://lichess.org/hZqwQLDz#Some(60),,"['endgame', 'mateIn3', 'Knight', 'Queen']",4
gUfgX,r1b1r1k1/ppqn1ppp/2nb4/3pp3/3P4/2PB1N2/PP1B1PPP/R2QRNK1 w - - 0 13,d3h7 g8h7 f3g5 h7g8,1222,74,95,3372,advantage defensiveMove hangingPiece opening short King,https://lichess.org/VoAWRLcb#Some(24),Queens_Pawn_Game Queens_Pawn_Game_Colle_System,"['advantage', 'defensiveMove', 'hangingPiece', 'opening', 'King']",5
CUa2O,4Qb1r/pkr2ppp/4p3/3pPn2/5P2/8/PP2N1PP/1R2K2R w K - 6 19,e1g1 f8c5 g1h1 h8e8,1283,75,93,3683,crushing discoveredAttack middlegame short Bishop Rook,https://lichess.org/zbrTQKLJ#Some(36),Scandinavian_Defense Scandinavian_Defense_Other_variations,"['crushing', 'discoveredAttack', 'middlegame', 'Bishop', 'Rook']",5
Y9Jzs,r3r1k1/pp2p1bp/2pqbpN1/6B1/3P3Q/P1PB2nP/1P4P1/4RRK1 b - - 2 22,f6g5 g6e7 d6e7 h4h7,1303,75,96,21072,kingsideAttack mate mateIn2 middlegame short Knight Queen,https://lichess.org/bQ9RNvAi/black#Some(43),,"['kingsideAttack', 'mateIn2', 'middlegame', 'Knight', 'Queen']",5
nqvMr,r5k1/p1p4p/7r/3p4/2Nn1p2/P5P1/1PP2PK1/R1B2R2 w - - 0 24,c2c3 f4f3 g2g1 d4e2,1244,76,93,2683,mate mateIn2 middlegame short Pawn Knight,https://lichess.org/FF7MJubc#Some(46),,"['mateIn2', 'middlegame', 'Pawn', 'Knight']",4
l8NvW,5rk1/2p2ppp/p2r4/4p3/B3P3/4QP1q/1BP1K3/R3R3 w - - 3 28,b2a3 h3g2 e3f2 d6d2 e2d2 g2f2,1290,75,88,3312,attraction crushing deflection long middlegame Queen Rook,https://lichess.org/hnisiLR6#Some(54),,"['attraction', 'crushing', 'deflection', 'middlegame', 'Queen', 'Rook']",6
XtGEY,r5r1/1p1b1p1k/4qPp1/p1p1p1Rp/4P2Q/2P5/PP4PP/4R1K1 b - - 1 29,g8h8 g5h5 g6h5 h4h5 h7g8 h5g5 g8f8 g5g7 f8e8 g7h8,1320,78,96,24843,fork mate mateIn5 middlegame sacrifice veryLong Rook Queen,https://lichess.org/P9I8bMK3/black#Some(57),,"['fork', 'mateIn5', 'middlegame', 'sacrifice', 'Rook', 'Queen']",6
o4npU,r1bq1rk1/pp1p1ppp/2n2n2/3Np1B1/4P3/5N2/PPP2bPP/R2QKB1R w KQ - 0 10,e1f2 f6e4 f2g1 e4g5 f3g5 d8g5,1332,75,91,1323,advantage long opening Knight Queen,https://lichess.org/LYVZr6Na#Some(18),Benoni_Defense Benoni_Defense_Benoni_Gambit_Accepted,"['advantage', 'opening', 'Knight', 'Queen']",4
